age,annual_income,education_years,work_experience_years,credit_score,loan_amount,loan_duration_months,interest_rate,debt_to_income_ratio,monthly_expenses,savings_balance,investment_balance,number_of_dependents,employment_stability_years,housing_status_score,marital_status_score,health_risk_index,insurance_coverage_score,spending_score,online_activity_score,device_usage_hours,location_risk_index,previous_default_count,financial_literacy_score,loan_default
47,37136.93964923607,15,17,606.1681325656112,14045.678526290423,24,11.538867509022493,0.116354746150993,3495.3900236228574,23351.602095859605,10840.541293381159,1,21,4,3,0.49518012173936565,3,31,100,6.377004620040971,0.21502383716121676,0,65,0
29,50647.322144847974,17,24,622.9235866883334,30157.504830250553,24,12.149183434815214,0.4761117417294039,3297.3646574912946,18908.285682194582,4109.895345573999,0,17,3,2,0.08067104526058833,1,98,76,3.8191671893907815,0.47599478588530475,0,22,0
29,52333.799256930695,19,27,653.132342519832,35796.0497404943,60,12.117827253672646,0.5085510922685097,1842.5554538634165,9159.221815375906,24361.525421071863,1,1,4,1,0.1652593049555734,1,99,59,3.9817880192100685,0.9566418844416846,0,57,0
51,64105.51049089407,15,38,684.0556844542533,8190.270935485463,48,12.121202064426072,0.201677145411985,1505.681088580455,29541.57286714785,26451.5673935233,1,29,5,3,0.14137778811593782,2,53,52,7.820163357629001,0.7536842748753274,0,83,0
25,53788.11464205094,16,9,610.2263636482893,23815.040582821857,60,5.809514396098037,0.7695573064700767,2644.478907207235,40202.13383928057,24310.510391495198,0,15,5,3,0.5779930545378901,2,79,23,11.433529788804146,0.9968747454853187,1,53,0
25,69074.86223049926,15,30,644.8399031789916,9457.291074962946,24,8.358864974026037,0.24554796253798328,2087.606530445164,21560.42405124602,6672.393297107281,2,12,5,1,0.2280778911788116,2,59,7,5.763625583113242,0.6799148155195917,0,8,0
49,66142.13104114129,16,19,818.9206660375831,22629.336486036605,36,5.403285437986672,0.13425539159399416,1424.2792884436171,8133.2742301604,39029.67789253684,1,27,2,1,0.9299367896519353,3,9,41,1.1384411668516403,0.8065255716838376,0,70,0
46,43954.33791252087,13,32,765.3863442181973,9133.924129416035,60,8.798827173958077,0.8960800736977227,1543.1363154992514,30702.344027354917,0.0,2,14,2,3,0.43844953487282434,4,43,16,1.2983451672592625,0.0844313082679149,0,88,0
39,47829.65686466084,15,7,760.2261598817198,37602.54640647923,48,11.731413557258183,0.7341914358976996,2380.552373406332,14607.500077984978,5495.857199710916,0,2,2,3,0.5030073273518475,4,17,36,3.144870168596601,0.5437151007594027,1,98,0
43,51003.21692951745,17,29,648.3733109694085,23771.655453387764,12,17.825993173441894,0.7721339455006839,1099.8119443929177,0.0,21833.344714250048,4,10,4,3,0.9546341321130511,1,71,27,4.504553999208773,0.24385826910116093,1,19,0
52,55237.90057318472,14,29,607.1483648110416,9668.991884482513,48,15.82452003010928,0.6114836519710714,1672.0538109810168,8376.862270187876,28409.265508485063,5,3,2,3,0.8884563505696368,5,16,7,11.699655116483468,0.8141513927770295,1,61,0
49,43945.73400802216,11,18,713.5353461848065,22623.47569557567,36,5.780231313276257,0.20725459452020867,2838.7909455606523,15089.903316351996,7302.66702465303,5,24,1,2,0.43537581441842443,1,59,29,5.07422303220676,0.21035403718509937,1,97,0
42,52510.91654136957,8,18,655.4795811277772,39156.99378265436,12,8.118551399164701,0.8649148611348241,2703.8299005038702,14943.704450876603,19113.62463301945,5,2,2,2,0.87857254396307,4,89,80,11.626213291235816,0.6585019487445906,0,18,0
36,46329.011416203946,15,15,629.4303770098448,30378.644111298792,60,14.56079995966545,0.8321096218802804,2085.639467905999,16762.721738138767,35259.447804381074,2,11,1,1,0.06507087642086384,2,8,100,11.708687773420069,0.9749794490849942,0,33,0
40,70517.99734396783,17,17,614.245780090914,36697.65235963482,36,17.38334363441711,0.4246237361701474,3281.962800047953,12436.787847425989,21166.800505603598,3,8,5,3,0.7154669951237304,2,90,45,5.916775882935639,0.22186954486486654,1,85,0
64,68184.2825691821,13,37,674.0485233185898,13436.333956333521,12,14.696023757797436,0.8947595208429369,2655.3401545910574,16346.888020659022,24343.355492489965,5,26,3,1,0.7265804322134932,3,46,27,1.4232608881957494,0.894059748111118,1,33,0
34,86646.274164065,19,28,682.487290254356,29783.23817690327,60,5.556087539725221,0.8238386768839776,3214.583480538182,25497.95934745758,20504.803861829063,2,14,2,2,0.5475589115231537,5,55,74,2.410540000809984,0.2684994389996367,0,44,0
25,58233.040368031325,13,6,624.5579082731417,1000.0,60,14.204298842778277,0.2846967444005744,2266.6111186129133,15236.953247678644,13889.649357272716,1,25,5,1,0.1797272934196088,3,58,1,6.455403940634644,0.6705327011674351,0,73,0
37,75776.76142115434,19,17,717.3665795914613,7651.3632636739785,12,9.191372219242272,0.5722424152399893,3464.1695770249516,19765.35573061982,14715.824291604338,1,0,1,1,0.026488807320169894,2,58,69,7.356282838876255,0.24816812526787557,0,60,0
38,59940.589644787746,12,21,758.7264220187302,9702.42994394774,12,4.7092190313755085,0.7757184015898312,2130.5341229789274,19756.709353506183,40460.72629671648,0,7,1,1,0.29485674918647997,2,92,50,6.119535133769245,0.5396325232202178,0,85,0
30,68216.2632347843,12,24,665.4153345915358,21503.484283605434,48,10.238324763388894,0.25078494439790805,2513.185518695492,12639.717057169628,14400.415830458685,4,6,1,1,0.8093391867184806,5,71,90,7.102822928544082,0.8411987681732599,0,2,0
57,66899.49413122932,18,28,640.1600950343391,12126.946995973185,24,11.615987884234588,0.6493341451870779,1558.4377292512168,37818.40212578251,24726.779250474086,1,6,1,1,0.21593874557147996,1,10,85,6.341335743239441,0.9067335708314236,1,50,0
31,53135.58829844141,17,8,726.034340491368,28750.73635014822,36,16.28485006727754,0.0877482601647596,3223.9005534650005,20013.307385967943,13772.05218057405,3,19,4,1,0.3165488195573467,4,18,76,11.29938007233308,0.22413841751760977,0,80,0
54,78302.92988301824,12,36,631.9162289221098,24177.854302447413,24,3.4130244637226586,0.27185475761543193,1157.6088386907202,20461.635117154856,18672.753682382252,0,3,1,3,0.058289195603123956,5,30,63,2.8297692774680927,0.4701550690631291,0,56,0
40,46989.79572685714,9,30,640.5600554073318,14087.757883324008,12,4.729285020120097,0.47322822912596624,2445.2828506669644,33804.8651975346,42956.362835005806,3,17,3,1,0.5538087824035863,2,53,76,7.944973010656873,0.08734879102625548,0,79,0
47,53717.42352810941,19,36,631.235130387816,23322.117406373993,12,15.855710828805147,0.8434174211965002,1282.3201025083704,24940.04000019525,0.0,3,5,3,1,0.15754710711078368,3,44,96,4.565680551624713,0.7457007193904113,0,5,0
38,32287.24027600672,19,12,701.8381488461804,24742.329833045824,12,9.844050151764609,0.2374193941351317,3107.8103317010696,16892.840537707343,10535.21196254821,4,27,3,2,0.8309610736835327,1,36,92,11.169302450708775,0.1811289107100853,0,27,0
36,46118.04213554012,10,15,694.1602842334844,41034.84792312957,48,9.493587688892404,0.6949569998921784,2621.2818340293866,20127.027779291297,35022.738247258676,0,26,4,3,0.21030480109860106,5,32,65,7.288772997580037,0.7592251812489826,2,21,0
64,91119.18378815707,15,4,678.1879444762247,10289.63215294431,60,5.131899566927575,0.8136627791121317,2447.424354505917,19364.70139789853,9097.536284980702,0,22,2,1,0.7800836649081592,3,96,50,1.8704556977310092,0.4315411990947343,1,22,0
45,55886.65431955643,15,17,819.1720082125655,19717.886261789994,24,16.040642643156346,0.2870223164244927,2665.8092358722556,20500.574610726802,4005.8970945688234,4,11,3,2,0.7192602217048301,1,89,54,2.9496784768676916,0.41453917964646403,1,70,0
59,85854.79878428807,17,13,640.6123110158994,36621.33935710235,48,12.81748392076845,0.1998599075052126,2237.820904109189,11949.665065008729,32312.813295811273,5,20,1,2,0.2803693390698714,1,86,95,3.1753828401621864,0.48767884784780724,1,61,0
53,40696.06347674444,11,34,629.2865795301556,33288.19199011787,48,5.939478517591604,0.5590174527157992,685.5710174245335,17519.611720175082,0.0,3,20,4,1,0.8302797544623531,5,57,50,3.9524874255871314,0.4351374453691468,0,77,0
31,62586.73174904037,19,21,751.47310529942,23545.927380515946,12,10.863324614823409,0.5779238252055274,4079.3280563329636,27433.44988862553,15380.201849046614,3,17,1,1,0.8720669927313357,3,93,72,4.007488268972454,0.6413989445524398,1,82,0
47,69763.57637414447,14,27,671.5372483000901,17420.95425697581,60,15.462605563781578,0.3151163038113082,2997.9002472243237,8111.079714393106,20681.182254822914,2,16,3,1,0.006605094982533366,5,87,64,7.258759607924611,0.8336280108789164,0,69,0
56,49184.761586485605,8,4,742.4653215537936,34881.20263942851,48,4.9471995795770205,0.08382941576067389,949.6052909398816,21124.786691296664,28098.851631739766,5,17,5,3,0.6250137353746291,3,58,84,10.562808643856703,0.16942663565074945,0,7,0
39,49979.412773242584,8,4,769.0789891259603,35258.08499089726,48,11.880636308506348,0.7590927924266581,1563.4974157769348,5430.55758239112,23314.173410292533,2,19,5,2,0.6059370736747125,3,67,62,11.800472133688256,0.9475061081049493,0,2,0
27,76017.42167851218,10,32,675.163612081674,11427.797561725323,36,15.78405044072935,0.6351711063322347,2700.61887005693,7296.4335207039285,24301.41655127939,1,0,2,1,0.2781488336316378,3,16,48,5.956685214507139,0.08879733726769068,0,100,0
28,41922.867829769886,9,7,712.4616686165048,39101.04053400695,48,11.284810798614142,0.8997637949181703,2047.9993986133163,858.1916581718851,30200.556772858054,0,8,1,3,0.07541997539348433,4,15,40,8.21486549198114,0.07275878444854156,0,15,0
27,71004.40810850867,9,37,733.9718026280045,10345.419661912683,24,7.028292619695971,0.8357520743816347,2264.7581489382346,27108.00789212498,25106.516274624963,0,16,5,3,0.0552744550981672,1,71,91,4.674539155547958,0.4254931812233874,2,40,0
61,58887.25249806079,12,26,664.0499902760231,55231.19930851678,36,9.636333356993319,0.6381326328255519,3035.5963975437394,0.0,4792.877337074489,4,29,3,1,0.45265959442717985,5,18,71,1.0416718955897695,0.21469774513051731,3,52,0
33,67753.63990504254,9,38,709.5946073795677,20487.456105874742,24,13.562299997185107,0.44014494053026143,2881.7436997544396,23639.57087461029,0.0,4,28,1,3,0.1211592146216317,4,61,74,4.4003139726141605,0.2520929203008696,0,48,0
54,92430.2887988897,17,38,669.9459446928364,15089.695565610295,60,14.783424088767841,0.6581505027311523,3399.7445028878565,13966.572801094433,14520.350035685778,5,20,2,2,0.3412964650683835,3,100,25,9.441822685112783,0.37897462691853634,0,87,0
47,40523.00062943432,13,39,684.5740926552244,22862.940230044,48,12.954992387619365,0.33791718736479687,1882.1178175737673,18076.528093203462,36954.060770756274,3,5,5,3,0.9076732688218249,5,25,22,6.645856457704577,0.753020344032414,1,69,0
63,67291.82574715666,10,38,662.1594440363643,42703.12439025982,36,3.9478314556644207,0.08415019228609738,2232.85140819212,5821.866548891701,3728.1828155974545,1,8,1,3,0.06276241940860883,5,36,74,5.852529449940809,0.3611954952694154,1,5,0
44,60394.42548847674,15,25,605.7459073543241,31359.995398561365,12,17.35923165231643,0.7298325335713161,2687.443148719553,10914.063721452483,21952.177210649443,0,21,5,3,0.24190553727203512,3,45,17,9.68455616799038,0.2676968498484359,0,32,0
60,75851.39383397994,11,3,578.3051150387238,39827.23723187851,48,15.642628779702298,0.46447077894708705,2602.126552025016,25878.814065737468,8931.538703503784,5,21,3,2,0.15480943043158335,5,38,68,8.40890402636677,0.6368410478383006,1,45,0
37,63050.68935173317,11,5,631.554878596543,21222.182553837363,36,11.220832453601238,0.6928254901246569,2238.2389521124937,11756.956215938064,8330.904859176342,2,23,5,1,0.6666354097052116,1,17,34,1.9856684746211162,0.18536088918555393,1,6,0
24,51589.71907952742,10,29,639.0511777020292,20725.222879722056,48,8.799045152948526,0.35140348950971906,2764.0186776031674,9172.668063554289,0.0,4,21,1,3,0.8202383049679786,2,8,8,5.244991081270784,0.2596662019686622,1,21,0
29,51907.43045576045,16,6,737.1542445018699,46261.64491547991,48,8.353175180478733,0.6207902471215828,2391.3594114933517,3731.953865028696,26167.221623839287,3,6,2,1,0.9070831560092353,1,21,16,10.239974888488232,0.5907590234770537,1,52,0
64,71115.5825099791,8,8,787.1306945799068,30579.732654350315,36,6.497178119399541,0.37380167722109386,3368.0221267776897,12374.529223910911,48337.684740025295,3,16,1,2,0.0004879745834199811,3,33,100,6.797234211539148,0.9697920734044638,0,3,0
32,72550.51364123731,9,4,638.5583650179824,16529.042334570477,36,10.024295887147243,0.6691301721192032,3254.682406102772,16938.47859103745,2080.7742676847447,5,19,2,3,0.8715468612614828,4,74,96,4.260353083438421,0.4993156177049918,0,21,0
32,67881.09586043067,9,31,850.0,21701.866189807497,12,6.679749779315599,0.5906567831573043,3101.070360410121,4522.588029744928,30973.422655244067,1,15,5,2,0.6960054213142091,1,30,14,9.595306994150759,0.6877589764567946,0,78,0
42,70802.23469516923,12,5,694.6358075459068,17344.28010202163,60,14.53405949247372,0.13237471269954987,3789.348599244442,26105.151066285594,7396.076392924322,4,17,3,1,0.35905548021279354,1,82,53,3.759891731114471,0.5404598461000143,0,72,0
60,69239.7434867925,13,1,660.4190957147156,38290.628368257036,60,12.030730099427865,0.25235915847228274,1980.4210600413985,25865.77922336197,16720.555570499746,5,17,3,2,0.4944399094879912,5,32,2,3.5174466811185514,0.37349659553760717,0,57,0
54,36272.17573517308,15,33,594.855582258712,35104.97620923441,60,11.017756691908945,0.07213738688748972,863.5268364605806,9481.707744555615,16570.044438956636,3,21,1,3,0.7251738809246865,1,41,67,5.728037955276971,0.15951096244181873,0,75,0
24,72495.32795852795,16,11,628.205644277365,2924.8409053462383,60,3.5012325076647346,0.4390360901180172,3949.024478531718,11573.457313580404,9032.101726672117,4,0,4,2,0.9540805216044689,4,98,10,6.756614026925206,0.2837723983024837,1,41,0
54,61499.477175803484,17,37,705.2773493602904,18266.469862412225,36,12.230168298559242,0.30573969110607124,2583.1947245585043,21481.390960777753,10309.748827672534,3,10,1,3,0.9440560583586003,1,58,70,5.751036219915841,0.9025406731347813,0,8,0
42,40557.66859837717,8,38,676.0695077745045,33285.927214914154,60,10.875963758594999,0.5565846880715144,3507.1769000186614,83.40589839582935,0.0,4,25,2,2,0.05558265997921141,3,77,71,9.089384706236412,0.28615136464650315,0,76,0
61,117489.36668618664,8,29,616.6570071673276,16553.032983137662,36,10.047773836933445,0.7830160309214117,3854.817825202388,11901.669012466406,2981.250235970143,3,20,1,3,0.9524770895170667,1,61,37,11.351558392890851,0.7760264721375075,1,31,0
34,66182.90879131288,12,37,684.144364711205,15996.108132264948,24,16.385341454691925,0.3841563915289907,3252.7747711940387,23484.713195218235,16658.926055054675,2,26,2,3,0.6418436025717219,2,46,80,0.5699944875014598,0.1309883964775017,0,51,0
60,47181.38062108586,10,12,722.1180563284244,23680.673313177485,24,7.014554240565499,0.18658807248853082,2255.3413079842157,16902.359736784125,3005.3500615860794,5,20,1,2,0.5685311745330178,5,33,81,8.498529623170842,0.17485544331883685,1,9,0
28,79873.01670128705,13,12,670.1388533651498,34493.993101567234,48,10.208025632004507,0.5963687576185153,3781.3126662745008,9601.568273289413,20152.678817219603,0,8,5,3,0.1138606668356047,3,22,25,4.969927767918687,0.6791522561375202,2,71,0
50,64209.05392337301,16,5,672.8804589771221,9344.82124394129,60,4.28058145209339,0.2544743352224698,389.1578951878564,0.0,3562.884216876686,0,11,2,3,0.8398756737205734,3,54,4,8.10966620634755,0.2156482999897229,1,57,0
33,82701.28211490036,15,31,571.6407221761225,18977.181615623398,24,15.126747132794488,0.12595759705611584,2713.5933709524243,52.1283685600356,0.0,0,1,1,3,0.19535862942340743,1,91,85,9.463847200257863,0.8921719690894462,0,32,0
54,50292.85080158318,12,5,755.0559714038761,12080.716579554848,48,9.974192216953401,0.09398719874465405,2224.1354882359146,0.0,29878.287848543543,1,4,4,1,0.9216264581454183,5,88,38,3.6449888951296825,0.48030841446544315,1,15,0
24,52463.11955723976,17,18,679.7732503706517,28115.821739081504,24,11.041330891881717,0.3106628616843248,1974.8104094484331,11937.208994332508,0.0,5,29,5,3,0.6795864549401904,2,66,7,4.992302982096845,0.21101975054359012,1,5,0
25,50069.25000436716,14,30,679.5933899464474,16549.002480122635,60,7.545040852592886,0.1642695995732127,1851.5849885964908,4910.364385477245,35048.917282546485,4,11,1,1,0.6695300388706794,3,97,28,11.897730440540364,0.27673120344138347,0,56,0
42,87745.97416665833,15,16,826.2972811004354,30199.74872176163,12,9.78286901158437,0.7279374180771881,2972.6017420667986,13045.878948561363,28814.108896358834,2,5,5,1,0.9996766416005081,5,54,49,11.046560371001156,0.9758020241170762,0,95,0
42,59309.05920443585,19,31,623.7578878451686,25164.227681186225,24,3.0250161937553606,0.3027966139320434,3232.169098089864,9212.570168400041,34432.07112435013,1,26,1,3,0.8496311669117632,3,37,49,1.78311416172182,0.9076001489282078,1,64,0
60,56549.002192411004,19,37,625.5512148871952,11401.266988989764,24,17.663120765073522,0.5530752916914177,2418.616921381237,0.0,19495.505575234565,5,26,4,2,0.5620801425833557,2,42,55,7.496814115218982,0.8707509691261411,0,60,0
58,43747.257820698294,11,29,596.1620927442448,21346.210922311726,12,11.957288036551853,0.5391649930212216,2802.8807060655126,25178.737739118977,20184.69904260714,0,25,1,2,0.9624512610523049,4,18,39,11.496227492162609,0.7984794915090561,1,55,0
18,52622.618502701764,11,17,715.5387057167978,31167.306821516682,60,9.689307209726424,0.5635725248063863,2706.0388473771786,5514.699366282983,34003.62361903331,0,24,1,2,0.6463963643675601,4,18,91,3.13285670765607,0.12078958595518341,0,27,0
63,55303.989283872535,16,27,733.0892134140213,43648.65903439987,36,12.246294017571342,0.1396932862899662,3137.7860201886388,32724.86390231985,12282.466801940125,2,14,1,2,0.9361813609847183,5,47,3,3.4835127819727787,0.33513398424683627,0,38,0
61,59508.141357004686,18,24,690.8985058645804,31825.195360150676,60,14.41068926952247,0.728009735104274,1879.5096920911108,6593.454134342786,26915.243806904764,3,14,3,2,0.2033642982956344,2,35,37,2.3692874921264835,0.13379464695803556,0,51,0
64,58280.20727182787,11,21,757.1010640016381,21065.48139626648,12,4.3320586872202265,0.1032977445650355,3130.8433286486616,10579.132905827599,13756.78385826085,0,23,2,2,0.6908736443815494,5,62,6,4.01981033776849,0.1600154739868308,1,16,0
